1	3001
1001	3001
2761	3001
2	3002
1002	3002
2762	3002
3	3003
1003	3003
2763	3003
4	3004
1004	3004
2764	3004
5	3005
1005	3005
2765	3005
6	3006
1006	3006
2766	3006
7	3007
1007	3007
2767	3007
8	3008
1008	3008
2768	3008
9	3009
1009	3009
2769	3009
10	3010
1010	3010
2770	3010
11	3011
1011	3011
2771	3011
12	3012
1012	3012
2772	3012
13	3013
1013	3013
2773	3013
14	3014
1014	3014
2774	3014
15	3015
1015	3015
2775	3015
16	3016
1016	3016
2776	3016
17	3017
1017	3017
2777	3017
18	3018
1018	3018
2778	3018
19	3019
1019	3019
2779	3019
20	3020
1020	3020
2780	3020
21	3021
1021	3021
2781	3021
22	3022
1022	3022
2782	3022
23	3023
1023	3023
2783	3023
24	3024
1024	3024
2784	3024
25	3025
1025	3025
2785	3025
26	3026
1026	3026
2786	3026
27	3027
1027	3027
2787	3027
28	3028
1028	3028
2788	3028
29	3029
1029	3029
2789	3029
30	3030
1030	3030
2790	3030
31	3031
1031	3031
2791	3031
32	3032
1032	3032
2792	3032
33	3033
1033	3033
2793	3033
34	3034
1034	3034
2794	3034
35	3035
1035	3035
2795	3035
36	3036
1036	3036
2796	3036
37	3037
1037	3037
2797	3037
38	3038
1038	3038
2798	3038
39	3039
1039	3039
2799	3039
40	3040
1040	3040
2800	3040
41	3041
1041	3041
2801	3041
42	3042
1042	3042
2802	3042
43	3043
1043	3043
2803	3043
44	3044
1044	3044
2804	3044
45	3045
1045	3045
2805	3045
46	3046
1046	3046
2806	3046
47	3047
1047	3047
2807	3047
48	3048
1048	3048
2808	3048
49	3049
1049	3049
2809	3049
50	3050
1050	3050
2810	3050
51	3051
1051	3051
2811	3051
52	3052
1052	3052
2812	3052
53	3053
1053	3053
2813	3053
54	3054
1054	3054
2814	3054
55	3055
1055	3055
2815	3055
56	3056
1056	3056
2816	3056
57	3057
1057	3057
2817	3057
58	3058
1058	3058
2818	3058
59	3059
1059	3059
2819	3059
60	3060
1060	3060
2820	3060
61	3061
1061	3061
2821	3061
62	3062
1062	3062
2822	3062
63	3063
1063	3063
2823	3063
64	3064
1064	3064
2824	3064
65	3065
1065	3065
2825	3065
66	3066
1066	3066
2826	3066
67	3067
1067	3067
2827	3067
68	3068
1068	3068
2828	3068
69	3069
1069	3069
2829	3069
70	3070
1070	3070
2830	3070
71	3071
1071	3071
2831	3071
72	3072
1072	3072
2832	3072
73	3073
1073	3073
2833	3073
74	3074
1074	3074
2834	3074
75	3075
1075	3075
2835	3075
76	3076
1076	3076
2836	3076
77	3077
1077	3077
2837	3077
78	3078
1078	3078
2838	3078
79	3079
1079	3079
2839	3079
80	3080
1080	3080
2840	3080
81	3081
1081	3081
2841	3081
82	3082
1082	3082
2842	3082
83	3083
1083	3083
2843	3083
84	3084
1084	3084
2844	3084
85	3085
1085	3085
2845	3085
86	3086
1086	3086
2846	3086
87	3087
1087	3087
2847	3087
88	3088
1088	3088
2848	3088
89	3089
1089	3089
2849	3089
90	3090
1090	3090
2850	3090
91	3091
1091	3091
2851	3091
92	3092
1092	3092
2852	3092
93	3093
1093	3093
2853	3093
94	3094
1094	3094
2854	3094
95	3095
1095	3095
2855	3095
96	3096
1096	3096
2856	3096
97	3097
1097	3097
2857	3097
98	3098
1098	3098
2858	3098
99	3099
1099	3099
2859	3099
100	3100
1100	3100
2860	3100
101	3101
1101	3101
2861	3101
102	3102
1102	3102
2862	3102
103	3103
1103	3103
2863	3103
104	3104
1104	3104
2864	3104
105	3105
1105	3105
2865	3105
106	3106
1106	3106
2866	3106
107	3107
1107	3107
2867	3107
108	3108
1108	3108
2868	3108
109	3109
1109	3109
2869	3109
110	3110
1110	3110
2870	3110
111	3111
1111	3111
2871	3111
112	3112
1112	3112
2872	3112
113	3113
1113	3113
2873	3113
114	3114
1114	3114
2874	3114
115	3115
1115	3115
2875	3115
116	3116
1116	3116
2876	3116
117	3117
1117	3117
2877	3117
118	3118
1118	3118
2878	3118
119	3119
1119	3119
2879	3119
120	3120
1120	3120
2880	3120
121	3121
1121	3121
2881	3121
122	3122
1122	3122
2882	3122
123	3123
1123	3123
2883	3123
124	3124
1124	3124
2884	3124
125	3125
1125	3125
2885	3125
126	3126
1126	3126
2886	3126
127	3127
1127	3127
2887	3127
128	3128
1128	3128
2888	3128
129	3129
1129	3129
2889	3129
130	3130
1130	3130
2890	3130
131	3131
1131	3131
2891	3131
132	3132
1132	3132
2892	3132
133	3133
1133	3133
2893	3133
134	3134
1134	3134
2894	3134
135	3135
1135	3135
2895	3135
136	3136
1136	3136
2896	3136
137	3137
1137	3137
2897	3137
138	3138
1138	3138
2898	3138
139	3139
1139	3139
2899	3139
140	3140
1140	3140
2900	3140
141	3141
1141	3141
2901	3141
142	3142
1142	3142
2902	3142
143	3143
1143	3143
2903	3143
144	3144
1144	3144
2904	3144
